gene,Chromosome_name,Strand,Description,Cluster,mESCs_pbulk_Rlog_rep1,mESCs_pbulk_Rlog_rep2,mESCs_pbulk_Rlog_rep3,PGNs_pbulk_Rlog_rep1,PGNs_pbulk_Rlog_rep2,PGNs_pbulk_Rlog_rep3,DNs_pbulk_Rlog_rep1,DNs_pbulk_Rlog_rep2,DNs_pbulk_Rlog_rep3,OLGs_pbulk_Rlog_rep1,OLGs_pbulk_Rlog_rep2,OLGs_pbulk_Rlog_rep3,OLGs_vs_mESCs_LogFC,OLGs_vs_mESCs_pvalue,OLGs_vs_mESCs_padj,DNs_vs_mESCs_LogFC,DNs_vs_mESCs_pvalue,DNs_vs_mESCs_padj,PGNs_vs_mESCs_LogFC,PGNs_vs_mESCs_pvalue,PGNs_vs_mESCs_padj,DNs_vs_OLGs_LogFC,DNs_vs_OLGs_pvalue,DNs_vs_OLGs_padj,PGNs_vs_OLGs_LogFC,PGNs_vs_OLGs_pvalue,PGNs_vs_OLGs_padj,DNs_vs_PGNs_LogFC,DNs_vs_PGNs_pvalue,DNs_vs_PGNs_padj,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,      
Smad4,18,-1.0,SMAD family member 4 [Source:MGI Symbol;Acc:MGI:894293]      ,3,6.96987451,7.353343221,6.830374287000001,6.618964538999999,6.828773238999999,6.430753425,6.242824102999999,6.021948413,6.244714932000001,5.623345092999999,6.71645374,6.939379007,nan,nan,nan,1.2124472720000001,0.000261563,0.00056791,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Smarca5,8,-1.0,SWI/SNF related  matrix associated  actin dependent regulator of chromatin  subfamily a  member 5 [Source:MGI Symbol;Acc:MGI:1935129]  ,3,9.167762775,9.143259671000001,8.966536992,6.568114052,6.616625414,6.578745277,6.886457929,6.601888584,6.887341048,7.524467962999999,7.314194652,6.812422952,2.3807071019999997,2.41e-23,2.7199999999999996e-22,3.008752059,1.9100000000000002e-51,5e-50,3.320176208,7.109999999999998e-69,2.26e-67,nan,nan,nan,0.9394691059999999,0.000530999,0.0026634000000000002,nan,nan,nan,nan, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129],nan,nan,nan,  matrix associated  actin dependent regulator of chromatin  subfamily a  member 5 [Source:MGI Symbol;Acc:MGI:1935129]  
Sox10,15,-1.0,SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]      ,4,-0.23840216399999997,-0.24734105399999998,-0.17904097300000002,2.407384406,4.263067541,3.689656363,4.033438866,3.874051366,3.5358694460000004,7.654530876,7.63289092,7.692700591,-14.39986827,5.569999999999999e-38,1.4199999999999998e-36,-9.632530809,7.12e-18,4.07e-17,-9.363842447,2.52e-17,1.26e-16,4.767337461,9.01e-25,6.6e-23,5.036025823999999,2.5299999999999997e-31,2.1399999999999996e-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox13,1,-1.0,SRY (sex determining region Y)-box 13 [Source:MGI Symbol;Acc:MGI:98361]      ,3,3.825750203,3.250213159,3.185182114,1.075147404,0.19391110600000003,0.16303715900000001,0.301888267,0.422893116,0.35283487799999996,0.9745966290000001,2.370195937,1.031045898,nan,nan,nan,4.909682599999999,0.000217903,0.00047704599999999996,4.6279977180000005,0.0005309280000000001,0.0010597789999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox15,11,1.0,SRY (sex determining region Y)-box 15 [Source:MGI Symbol;Acc:MGI:98363]      ,3,4.66148167,4.635244564,4.477550091,1.128903451,0.174455762,0.135087219,0.301215006,0.433633724,0.35696719299999996,1.03737707,1.198164547,1.099150958,4.894937941,9.46e-05,0.000267803,6.179480984,3.97e-07,1.16e-06,5.8910855070000006,1.52e-06,3.87e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox18,2,-1.0,SRY (sex determining region Y)-box 18 [Source:MGI Symbol;Acc:MGI:103559]      ,4,0.7024964140000001,0.35871607200000005,0.053576017000000004,2.426592187,2.8542167660000004,1.9066006469999999,1.62218467,2.3597258819999998,0.537894812,4.983807361,4.153555149,1.257122796,-5.772151305,6.980000000000001e-11,3.6799999999999997e-10,nan,nan,nan,-3.457800562,0.00013421899999999998,0.000285384,3.45503458,0.002790123,0.012106991999999999,2.3143507430000003,0.015852434,0.048011707,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox2,3,1.0,SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]      ,5,6.3319127989999995,6.317276939,6.578771672,4.213129529,4.420364198,3.956362197,4.097969332,3.05199734,2.239012537,6.229578295,6.704688656,5.396276717999999,nan,nan,nan,4.283171995,7.13e-11,2.72e-10,2.984607785,7.94e-12,2.96e-11,4.036250329,5.820000000000001e-09,9.5e-08,2.7376861189999997,2.7900000000000002e-08,3.4e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox3,X,-1.0,SRY (sex determining region Y)-box 3 [Source:MGI Symbol;Acc:MGI:98365]      ,4,0.46213806399999996,-0.053671724000000004,-0.166680404,-0.227131676,-0.101504509,-0.160382015,0.060141422,1.3618001709999998,1.277149415,2.7891831710000003,3.006715088,4.357160428,-5.270619407,1.27e-09,6.0199999999999995e-09,nan,nan,nan,nan,nan,nan,3.7389676389999997,0.003502361,0.014621598000000001,5.808667268,1.3500000000000001e-05,0.000101947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox4,13,-1.0,SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]      ,4,3.0137243419999997,3.170569743,3.033645635,5.850586454,5.695390515,5.871965199,5.291129258,5.413643917999999,5.676640031,6.982524419,6.924495341,7.253359575,-5.784636666,3.55e-115,6.079999999999999e-113,-3.703176345,5.1099999999999995e-40,8.729999999999999e-39,-4.162203094,2.7e-69,8.669999999999999e-68,2.081460321,6.820000000000001e-11,1.46e-09,1.6224335719999998,8.7e-09,1.14e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox5,6,-1.0,SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]      ,4,-0.6994679009999999,-0.707535535,-0.6292093089999999,4.640912485,4.926871618,4.590841117,0.7282380890000001,0.8248897079999999,1.888589384,4.613968658,4.385376187,4.892529735,-11.26973279,3.22e-22,3.4e-21,nan,nan,nan,-11.32956868,1.59e-23,1.0499999999999999e-22,5.206885236000001,1.93e-05,0.000155143,nan,nan,nan,-5.266721128,1.0199999999999999e-05,0.00010342399999999999,nan,nan,nan,nan,nan,nan,nan,nan,      
Sox9,11,1.0,SRY (sex determining region Y)-box 9 [Source:MGI Symbol;Acc:MGI:98371]      ,4,2.150827093,1.1569955809999999,0.05928472,4.684475152,5.117283861000001,4.924879378,2.258547858,1.4170478130000002,2.321463827,5.503998165,5.873108352999999,6.741260313,-6.360789673999999,7.209999999999999e-12,4.1200000000000004e-11,nan,nan,nan,-4.871492512,1.2199999999999998e-07,3.42e-07,5.536760137999999,1.67e-05,0.000136875,nan,nan,nan,-4.047462976,0.0013478210000000001,0.007454137,nan,nan,nan,nan,nan,nan,nan,nan,      
Sp1,15,1.0,trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]      ,3,8.689379441,8.346638472999999,8.500734556,6.0081623660000005,5.9758391379999996,5.9646613639999995,5.836630157,5.897875967999999,5.658107391000001,7.018334672999999,6.58029124,6.70766163,2.22386911,3.11e-15,2.23e-14,3.627483385,1.0199999999999997e-39,1.72e-38,3.354836075,7.979999999999999e-47,1.42e-45,1.403614275,6.809999999999999e-05,0.00048273099999999997,1.130966965,0.00044099300000000004,0.002267069,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sp2,11,-1.0,Sp2 transcription factor [Source:MGI Symbol;Acc:MGI:1926162]      ,5,4.953431809,4.657499934,4.651537838,3.0142084860000002,4.3629602180000004,3.840991668,3.836597549,3.5526549469999997,3.4582793819999997,4.847399763,4.8445468389999995,3.474189265,nan,nan,nan,1.63692562,0.006770809,0.012177752,1.302926144,0.013838936000000001,0.022785827999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Sp3,2,-1.0,trans-acting transcription factor 3 [Source:MGI Symbol;Acc:MGI:1277166]      ,3,7.249316704,7.564873382,7.196367905,6.71312395,6.821091888,6.925916786,5.9513516939999995,5.853757633,5.6138170370000005,6.79217415,6.890943142,5.718142743,1.037673992,0.001766466,0.004119793,2.097185178,7.55e-12,3.09e-11,0.6934778070000001,0.005257995,0.009206586,1.059511187,0.006554552,0.024733727999999996,nan,nan,nan,-1.403707372,1.3300000000000001e-05,0.000132128,nan,nan,nan,nan,nan,nan,nan,nan,      
Sp4,12,-1.0,trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]      ,1,4.856678875,4.986548033,4.925338307,5.737538881,5.963514376,5.634795091,5.517331417,5.651537882,5.340831729,5.873704114,5.008028777,6.273927706,-1.300641247,0.00030142,0.000795098,-0.826191984,0.0048273809999999995,0.008885506,-1.205395597,2.15e-06,5.39e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Srebf1,11,-1.0,sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]      ,5,5.735782014,5.787355624,5.492743837999999,4.35726125,4.739815918,3.677710051,4.311862155,4.634577676,4.658069969,5.632436962000001,6.491782985,5.233096486,nan,nan,nan,1.58530448,0.000648112,0.0013424939999999998,1.892870325,2.0600000000000003e-05,4.7499999999999996e-05,1.8675945980000002,0.00049452,0.002765397,2.175160443,2.7899999999999997e-05,0.000196358,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Srebf2,15,1.0,sterol regulatory element binding factor 2 [Source:MGI Symbol;Acc:MGI:107585]      ,3,8.524766494,7.145214847999999,7.79173066,6.417018668,6.510996907000001,6.472496509,6.555611689,6.747795458,6.535722738,7.471837245,7.278234216,7.241785322,nan,nan,nan,1.77409978,1.0199999999999999e-05,2.6000000000000002e-05,1.9817955530000002,5.31e-07,1.41e-06,nan,nan,nan,1.185641258,0.006146726,0.021903717000000003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Srf,17,-1.0,serum response factor [Source:MGI Symbol;Acc:MGI:106658]      ,6,5.124243174,5.3131473069999995,5.10218043,5.699437914,6.37278446,6.2551676,5.031470204,4.816911857,3.858565164,4.978312464,4.923511722,5.283854708,nan,nan,nan,nan,nan,nan,-1.2875536220000001,0.00011627,0.000248995,nan,nan,nan,-1.443170167,0.006436946,0.02275695,-2.019757567,6.04e-06,6.459999999999998e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Stat1,1,1.0,signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]      ,5,5.9323869789999994,5.318820732,5.444409349,4.5344192560000005,4.23511756,4.274752376,4.584975823,5.331472744,5.14372854,5.331282066,4.502993172,6.162100996,nan,nan,nan,nan,nan,nan,1.744315378,0.000292822,0.0006006480000000001,nan,nan,nan,1.6708341919999998,0.003683026,0.014318083999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Stat3,11,-1.0,signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]      ,5,7.305464165,6.793582914,7.1052471189999995,5.5402260420000005,5.315934578999999,5.095169485,6.20286299,6.230498384,6.429291794,7.090491846,6.844104737,7.185866159,nan,nan,nan,1.062166148,0.000173528,0.000384636,2.433584909,6.06e-15,2.67e-14,1.024370143,0.002520153,0.011094821999999999,2.395788904,4.5999999999999996e-11,7.9e-10,1.37141876,8.669999999999999e-05,0.000693562,nan,nan,nan,nan,nan,nan,nan,nan,      
Stat5b,11,-1.0,signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]      ,7,1.751382189,3.76732618,3.807497922,2.181538841,3.100055629,3.023645717,5.595088222999999,5.531647762,5.5093870670000005,3.901907874,5.580433536,3.982870852,nan,nan,nan,-2.810030785,0.000427335,0.000903886,nan,nan,nan,nan,nan,nan,2.760237289,0.005223045999999999,0.019136936,3.771115273,5.56e-05,0.000470902,nan,nan,nan,nan,nan,nan,nan,nan,      
Stat6,10,1.0,signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]      ,2,5.2081248339999995,5.405041535,6.230217341,3.536152051,3.367503947,3.653793359,3.587558961,4.153325272,3.869899479,3.345048648,3.5314285880000003,2.320914122,3.6677298489999997,0.000583788,0.001477262,2.448269322,4.68e-05,0.00011070600000000001,2.9766889780000003,5.44e-07,1.44e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
T,17,1.0,brachyury  T-box transcription factor T [Source:MGI Symbol;Acc:MGI:98472]     ,3,5.877288632999999,5.016974993,5.130971383,0.133037618,0.242753794,1.3104869,0.36708203100000003,0.504037135,0.424088846,1.13362408,1.301294163,1.1980422370000001,5.635603722999999,9.52e-06,3.05e-05,6.91531552,2.56e-08,8.199999999999999e-08,6.627061109,1.08e-07,3.03e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, T-box transcription factor T [Source:MGI Symbol;Acc:MGI:98472],nan,nan,nan,nan,nan,nan,  T-box transcription factor T [Source:MGI Symbol;Acc:MGI:98472]     
Taf1,X,1.0,TATA-box binding protein associated factor 1 [Source:MGI Symbol;Acc:MGI:1336878]      ,2,8.2011246,7.600753334,8.089947364,7.020751795,7.340869395,7.401031463,7.651588396,7.6483033879999995,7.304181164,7.625330704,7.274642275,6.922078301,0.90207575,0.005100558,0.010953379,nan,nan,nan,0.971862122,0.000426955,0.0008603860000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tbp,17,1.0,TATA box binding protein [Source:MGI Symbol;Acc:MGI:101838]      ,3,7.075169616,7.213111518,7.446675292999999,5.0880993310000004,5.175856767,5.471177331,5.417484899,4.722161068999999,5.095192156,5.701472621000001,5.775868706,5.237468159,2.1955182509999998,1.8399999999999998e-07,7.13e-07,2.852431518,3.9300000000000003e-16,2.06e-15,2.665767745,3.88e-18,2.0199999999999997e-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tbx20,9,-1.0,T-box 20 [Source:MGI Symbol;Acc:MGI:1888496]      ,3,2.8566869660000003,4.303376394,4.15573021,0.09320699199999999,0.15837115300000001,1.1280169740000001,0.23763037,0.353448194,0.280343078,0.929145654,1.082464018,0.988049939,4.104176391,0.0067098719999999995,0.014073428999999998,5.324659505,0.000284174,0.000613299,5.047337962,0.000619062,0.001226039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tbx3,5,1.0,T-box 3 [Source:MGI Symbol;Acc:MGI:98495]      ,3,4.658481949,5.109854026,5.335013155,0.683935905,2.613863434,1.672359546,1.9238829380000002,0.987467766,1.985334961,1.518211755,1.683325789,3.50701065,3.405933006,0.002784937,0.006255910999999999,4.7507371,1.82e-05,4.51e-05,4.447788019,4.83e-07,1.28e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tcf12,9,-1.0,transcription factor 12 [Source:MGI Symbol;Acc:MGI:101877]      ,4,6.059127834,6.433124445,5.73417303,5.930793404,5.944051297000001,5.891785308999999,6.335634311000001,6.125374465,6.107506133999999,7.1755291539999995,7.471261169,7.4428841310000005,-1.6753654219999998,9.210000000000001e-08,3.66e-07,nan,nan,nan,nan,nan,nan,1.5581708719999998,1.09e-05,9.31e-05,1.941292922,2.5299999999999998e-08,3.1e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tcf3,10,-1.0,transcription factor 3 [Source:MGI Symbol;Acc:MGI:98510]      ,3,6.306695436,6.081317542000001,5.8628157210000005,4.713797087,4.551732108,4.157228228,4.03196052,3.755353232,3.348533518,5.234149382,3.821859556,4.905887798,1.689677364,0.001683395,0.003939174,3.2877716539999997,1.8600000000000002e-09,6.42e-09,2.146448337,6.99e-08,2e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tcf4,18,1.0,transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]      ,6,7.14668678,6.866755883,6.815791171,10.65103825,10.79394025,10.91143568,7.768448587999999,7.690009327,7.678867537,10.06085017,9.701885498,9.52500255,-3.959049549,4.249999999999999e-89,4.5899999999999985e-87,-1.159986626,7.88e-08,2.43e-07,-5.211950181000001,3.5099999999999995e-173,4.6299999999999985e-171,2.799062923,4.349999999999999e-35,6.209999999999999e-33,-1.252900632,2.84e-10,4.45e-09,-4.051963555,2.0199999999999996e-78,3.37e-75,nan,nan,nan,nan,nan,nan,nan,nan,      
Tcf7,11,-1.0,transcription factor 7  T cell specific [Source:MGI Symbol;Acc:MGI:98507]     ,3,5.111404366,5.433165875,4.944804853,1.3703558409999999,0.48500941799999997,2.011560289,1.7285962540000002,0.6979297940000001,0.6439344929999999,1.303966375,1.469679355,1.367632621,5.307905407,1.17e-05,3.72e-05,5.782108025,1.43e-06,3.95e-06,5.139002157,4.3300000000000004e-08,1.26e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, T cell specific [Source:MGI Symbol;Acc:MGI:98507],nan,nan,nan,nan,nan,nan,  T cell specific [Source:MGI Symbol;Acc:MGI:98507]     
Tcf7l1,6,-1.0,transcription factor 7 like 1 (T cell specific  HMG box) [Source:MGI Symbol;Acc:MGI:1202876]     ,3,6.091117876,5.901456894,6.125268427999999,0.55309481,1.692937837,0.620505134,0.7994314709999999,0.901668048,1.9560446919999999,1.481650191,4.13560531,1.547440383,4.002206442,9.32e-06,2.99e-05,6.598983963999999,1.23e-08,4.0199999999999996e-08,7.128077771,5.64e-10,1.88e-09,nan,nan,nan,3.1258713289999998,0.014353305,0.044244676,nan,nan,nan,nan, HMG box) [Source:MGI Symbol;Acc:MGI:1202876],nan,nan,nan,nan,nan,nan,  HMG box) [Source:MGI Symbol;Acc:MGI:1202876]     
Tcf7l2,19,1.0,transcription factor 7 like 2  T cell specific  HMG box [Source:MGI Symbol;Acc:MGI:1202879]    ,5,5.239255267,6.680596518,6.653543163999999,3.202270113,2.822733173,3.069018062,1.7046287119999999,1.804607295,1.746428376,6.05122261,5.336605817,5.870826711,nan,nan,nan,7.160161337000001,7.979999999999999e-10,2.8199999999999998e-09,4.453399657,2.7699999999999997e-10,9.379999999999999e-10,6.4970275289999995,3.23e-08,4.61e-07,3.790265849,3.69e-07,3.75e-06,nan,nan,nan,nan, T cell specific, HMG box [Source:MGI Symbol;Acc:MGI:1202879],nan,nan,nan,nan,nan,  T cell specific  HMG box [Source:MGI Symbol;Acc:MGI:1202879]    
Tead1,7,1.0,TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]      ,2,7.129582902999999,7.248747632000001,7.5521090079999995,5.5910477489999995,5.208573748,5.543190417000001,4.365020205,3.9308573819999997,4.714602858,4.986915521,4.024790641,2.9688495589999997,4.1058356730000005,1.7199999999999999e-09,8.040000000000001e-09,3.912427669,1.37e-19,8.550000000000001e-19,2.385834818,6.58e-15,2.9e-14,nan,nan,nan,-1.720000855,0.011903414,0.038125271,-1.526592851,0.0008670689999999999,0.005120413,nan,nan,nan,nan,nan,nan,nan,nan,      
Tead2,7,1.0,TEA domain family member 2 [Source:MGI Symbol;Acc:MGI:104904]      ,3,5.311433704,5.407366177,4.889845868,1.309800864,0.39612619299999996,0.35224511700000005,0.517265039,0.616329007,2.334881642,1.2404647770000001,1.406683116,1.30432518,5.384573178999999,1.11e-05,3.52e-05,5.139077413,3.31e-06,8.85e-06,6.3850831789999996,1.0900000000000001e-07,3.06e-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tead4,6,-1.0,TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907]      ,3,3.329278403,3.477837687,2.630654443,0.0052995659999999995,1.098656211,0.044103998,0.2057676,0.321613402,0.25454210000000005,0.849795015,0.990459073,0.9038375679999999,nan,nan,nan,4.618757598,0.002016414,0.003915701,4.346558314,0.00388255,0.006932562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tef,15,1.0,thyrotroph embryonic factor [Source:MGI Symbol;Acc:MGI:98663]      ,1,5.364749731,6.136482633,4.798894977,7.6711536989999995,7.657977312000001,7.890902065,6.628020918,6.79433923,6.650498637,7.651180482000001,7.868785544,7.525195438,-2.909498764,4.2899999999999995e-11,2.3e-10,-1.594324953,0.000278943,0.000603162,-2.9791646860000003,1.57e-12,6.11e-12,1.315173811,0.004371373,0.017664911999999998,nan,nan,nan,-1.3848397330000002,0.001775734,0.009459458,nan,nan,nan,nan,nan,nan,nan,nan,      
Tfap2c,2,1.0,transcription factor AP-2  gamma [Source:MGI Symbol;Acc:MGI:106032]     ,3,6.050945623,6.278729733,6.281566926,1.314721482,0.37197609,0.323328195,0.50550187,0.61390515,0.54892558,1.25947803,1.431405449,1.325531838,6.506470735,3.7400000000000004e-08,1.55e-07,7.80475104,1.49e-11,6e-11,7.51374312,9.88e-11,3.4500000000000005e-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan, gamma [Source:MGI Symbol;Acc:MGI:106032],nan,nan,nan,nan,nan,nan,  gamma [Source:MGI Symbol;Acc:MGI:106032]     
Tfcp2,15,-1.0,transcription factor CP2 [Source:MGI Symbol;Acc:MGI:98509]      ,1,3.757014427,3.4839318660000003,4.069853073,5.040268697,5.435357449,4.5847696760000005,4.651146008,5.1884868,5.075785269,4.993632086,4.993587054,3.658608358,nan,nan,nan,-1.723485751,0.000215937,0.00047300300000000005,-1.830689073,3.59e-05,8.1e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tfcp2l1,1,1.0,transcription factor CP2-like 1 [Source:MGI Symbol;Acc:MGI:2444691]      ,3,8.153527082,8.027393964,8.603310065,1.475518795,2.8543084860000003,2.321359933,3.407293148,4.416886947,3.481241181,4.71676636,2.4731241280000003,2.389735314,5.760433907,1.1900000000000002e-13,7.739999999999999e-13,5.597170475,6.05e-29,5.84e-28,8.092820714,3.3500000000000002e-21,1.9900000000000002e-20,nan,nan,nan,nan,nan,nan,2.495650239,0.004821162,0.021729477999999997,nan,nan,nan,nan,nan,nan,nan,nan,      
Tfdp1,8,1.0,transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]      ,3,7.946983765,7.665889201000001,7.630553114,4.127127827,4.447821126,4.247993967,4.12366208,4.097009148,4.198379235,4.644634694,3.9340166310000004,3.8172843089999997,4.690038993,2.7999999999999998e-12,1.65e-11,4.757121539,2.5399999999999997e-27,2.2800000000000001e-26,4.550577817,8.52e-37,1.03e-35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tfe3,X,1.0,transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]      ,3,6.846231116,6.838161582000001,6.863977169,5.41767439,4.854031457,5.1693260819999995,5.2489400360000005,4.442750315,4.888225389,3.931804662,5.489956017000001,5.349110479,2.393210147,8.690000000000001e-07,3.13e-06,2.587526149,3.06e-13,1.36e-12,2.217839901,1.18e-13,4.859999999999999e-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tfeb,17,1.0,transcription factor EB [Source:MGI Symbol;Acc:MGI:103270]      ,5,3.3180791889999997,3.068018072,4.274771169,1.83876516,2.797296958,2.392979478,2.162790471,1.333884504,2.221077474,4.910560961,4.527854551,4.628382288,nan,nan,nan,2.759572425,0.010835266999999999,0.018832893,1.959066931,0.015851073,0.025880538999999998,4.167036699,0.000295422,0.001776633,3.366531205,0.00013575299999999999,0.000801932,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Tgif1,17,-1.0,TGFB-induced factor homeobox 1 [Source:MGI Symbol;Acc:MGI:1194497]      ,3,7.314368109,7.281262387999999,7.570930656,0.370147681,0.495403176,0.443762055,0.637119856,0.746407681,0.683212334,1.3815492130000002,1.5568199219999999,1.448887499,7.72350227,4.02e-11,2.17e-10,9.024800375,3.5899999999999996e-15,1.78e-14,9.555365071,5.1e-17,2.51e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Thra,11,1.0,thyroid hormone receptor alpha [Source:MGI Symbol;Acc:MGI:98742]      ,6,3.457156211,3.780707015,4.230918104,6.987815846,6.763480451,7.109892801,5.235834042,5.180994574,5.885218691,5.248238812,5.828084655,5.115020927,-2.270673923,1.09e-05,3.48e-05,-2.350893434,3.41e-08,1.08e-07,-4.277473663,5.639999999999999e-29,4.71e-28,nan,nan,nan,-2.00679974,0.000119084,0.000712533,-1.926580229,8.3e-06,8.53e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Thrb,14,1.0,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]      ,1,-0.112279201,-0.1190757,-0.12787277,5.970675921000001,5.689729582000001,6.2360583279999995,3.10675603,2.914503107,3.1815715589999995,4.684906963,4.359334316,5.316635458,-11.78991797,1.8600000000000002e-25,2.3500000000000003e-24,-9.318108149,3.86e-16,2.02e-15,-13.181655800000001,8.21e-33,8.23e-32,2.471809824,0.000423042,0.002429452,-1.391737831,0.007853448,0.026880012000000002,-3.863547655,5.68e-10,1.28e-08,nan,nan,nan,nan,nan,nan,nan,nan,      
Twist1,12,1.0,twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]      ,6,1.403648947,0.095049223,0.273027823,2.231870376,2.591605247,2.6580460219999997,2.164140529,0.44087246,0.37885537700000005,0.9292524740000001,1.059316665,0.979222602,nan,nan,nan,nan,nan,nan,-2.893781863,0.027589195,0.043284842999999996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,      
Ubp1,9,1.0,upstream binding protein 1 [Source:MGI Symbol;Acc:MGI:104889]      ,2,7.507838547,7.571100363999999,7.718376495,7.370961619,7.342890314,7.427671636,6.378025622000001,6.493113834,6.7739917610000004,6.576348762,5.952034816,5.823091099999999,1.9400873840000001,1.3e-08,5.6399999999999995e-08,1.4009814040000002,5.4799999999999994e-11,2.11e-10,nan,nan,nan,nan,nan,nan,-1.6509102230000001,2.45e-06,2.1600000000000003e-05,-1.111804243,1.16e-06,1.4300000000000002e-05,nan,nan,nan,nan,nan,nan,nan,nan,      
Usf1,1,1.0,upstream transcription factor 1 [Source:MGI Symbol;Acc:MGI:99542]      ,3,7.283833497000001,6.707482044,7.10237124,6.08601466,5.870817157,6.144281059,5.442557465,4.752673344,5.21454906,4.9236299169999995,5.400368585,5.478613091000001,2.401433777,1.11e-06,3.95e-06,2.529842291,1.18e-11,4.779999999999999e-11,1.326821061,1.39e-05,3.2500000000000004e-05,nan,nan,nan,nan,nan,nan,-1.20302123,0.0023243929999999997,0.011815293999999999,nan,nan,nan,nan,nan,nan,nan,nan,      
